Loading core dump: .\Order.API-11.dmp ...
Statistics:
          MT  Count  TotalSize Class Name
7ffcd1c26158      2         48 System.Text.Json.Serialization.JsonPropertyNameAttribute[]
7ffcd3277010      1         48 Microsoft.Extensions.Logging.LoggerMessage+<>c__DisplayClass14_0<System.String, System.String, System.String>
7ffcd33066f8      2         48 Microsoft.EntityFrameworkCore.Metadata.IForeignKey[]
7ffcd32f3678      2         48 Microsoft.EntityFrameworkCore.Metadata.IEntityType[]
7ffcd170eb68      1         48 System.Text.EncoderNLS
7ffcd32f1178      1         48 Microsoft.EntityFrameworkCore.Infrastructure.RelationalModelRuntimeInitializer+<>c__DisplayClass4_0
7ffcd27777c8      1         48 Microsoft.EntityFrameworkCore.Storage.Internal.RawSqlCommandBuilder
7ffcd38006b8      1         48 Microsoft.Extensions.Logging.LoggerMessage+<>c__DisplayClass18_0<System.String, System.String, System.String, System.String, System.String>
7ffcd3808b98      1         48 Microsoft.EntityFrameworkCore.Query.Internal.ExpressionTreeFuncletizer+State
7ffcd42a25d8      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageViewModel>+<>c__DisplayClass37_0
7ffcd42a3918      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<System.String>>+<>c__DisplayClass10_0
7ffcd42a8338      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageRemarkViewModel>>+<>c__DisplayClass10_0
7ffcd42a8cf8      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageAddressViewModel>>+<>c__DisplayClass9_0
7ffcd42aa6a8      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageItemViewModel>>+<>c__DisplayClass10_0
7ffcd42ab860      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessagePaymentViewModel>>+<>c__DisplayClass10_0
7ffcd42aca18      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageCustomerViewModel>>+<>c__DisplayClass10_0
7ffcd42adbd0      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageItemViewModel>>+<>c__DisplayClass10_0
7ffcd42aed88      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessagePromotionViewModel>>+<>c__DisplayClass10_0
7ffcd42aff40      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessagePromotionViewModel>>+<>c__DisplayClass10_0
7ffcd42b1128      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageFeeViewModel>>+<>c__DisplayClass10_0
7ffcd42b22e0      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.Package.PackageInfoMessageViewModel>>+<>c__DisplayClass10_0
7ffcd42b50b0      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageAddressViewModel>>+<>c__DisplayClass10_0
7ffcd42b6268      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.Package.PackageTbMessage>>+<>c__DisplayClass10_0
7ffcd42b6d78      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<System.String>>+<>c__DisplayClass37_0
7ffcd42b8340      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageRemarkViewModel>>+<>c__DisplayClass37_0
7ffcd42b8d18      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageRemarkViewModel>+<>c__DisplayClass37_0
7ffcd42b9728      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageAddressViewModel>>+<>c__DisplayClass37_0
7ffcd42ba100      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageAddressViewModel>+<>c__DisplayClass37_0
7ffcd42be340      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageItemViewModel>>+<>c__DisplayClass37_0
7ffcd42bed18      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageItemViewModel>+<>c__DisplayClass37_0
7ffcd42c7728      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Int64>+<>c__DisplayClass9_0
7ffcd42c8008      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Int64>+<>c__DisplayClass10_0
7ffcd42ced98      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageItemPromotionViewModel>+<>c__DisplayClass10_0
7ffcd42cff50      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageItemFulFillmentViewModel>+<>c__DisplayClass10_0
7ffcd42f1128      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageItemRemarkViewModel>>+<>c__DisplayClass10_0
7ffcd42f22e0      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageItemAmountViewModel>+<>c__DisplayClass10_0
7ffcd42f3498      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageItemPaymentViewModel>>+<>c__DisplayClass10_0
7ffcd42f4650      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageItemSubBarcodeViewModel>>+<>c__DisplayClass10_0
7ffcd42f5808      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageItemPromotionsViewModel>>+<>c__DisplayClass10_0
7ffcd42fa990      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageItemPromotionViewModel>+<>c__DisplayClass37_0
7ffcd42fe588      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageItemFulFillmentViewModel>+<>c__DisplayClass37_0
7ffcd4301518      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageItemDeliveryWindowViewModel>>+<>c__DisplayClass10_0
7ffcd43042e8      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageItemFulFillmentServiceTypeViewModel>>+<>c__DisplayClass10_0
7ffcd4306280      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageItemDeliveryWindowViewModel>>+<>c__DisplayClass37_0
7ffcd4306c58      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageItemDeliveryWindowViewModel>+<>c__DisplayClass37_0
7ffcd4307668      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageItemFulFillmentServiceTypeViewModel>>+<>c__DisplayClass37_0
7ffcd4308040      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageItemFulFillmentServiceTypeViewModel>+<>c__DisplayClass37_0
7ffcd430a668      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageItemRemarkViewModel>>+<>c__DisplayClass37_0
7ffcd430b040      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageItemRemarkViewModel>+<>c__DisplayClass37_0
7ffcd430b8d8      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageItemAmountViewModel>+<>c__DisplayClass37_0
7ffcd430d328      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageItemAmountDetailViewModel>+<>c__DisplayClass37_0
7ffcd430de70      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageItemTaxViewModel>>+<>c__DisplayClass9_0
7ffcd430eef0      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageItemTaxViewModel>>+<>c__DisplayClass37_0
7ffcd430f8c8      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageItemTaxViewModel>+<>c__DisplayClass37_0
7ffcd4312410      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageItemPaymentViewModel>>+<>c__DisplayClass37_0
7ffcd4312de8      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageItemPaymentViewModel>+<>c__DisplayClass37_0
7ffcd43137f8      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageItemSubBarcodeViewModel>>+<>c__DisplayClass37_0
7ffcd43141d0      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageItemSubBarcodeViewModel>+<>c__DisplayClass37_0
7ffcd4314be0      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageItemPromotionsViewModel>>+<>c__DisplayClass37_0
7ffcd43155b8      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageItemPromotionsViewModel>+<>c__DisplayClass37_0
7ffcd4315fc8      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessagePaymentViewModel>>+<>c__DisplayClass37_0
7ffcd43169a0      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessagePaymentViewModel>+<>c__DisplayClass37_0
7ffcd43198f8      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessagePaymentTransactionViewModel>>+<>c__DisplayClass10_0
7ffcd431a180      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessagePaymentTransactionViewModel>>+<>c__DisplayClass37_0
7ffcd431ab58      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessagePaymentTransactionViewModel>+<>c__DisplayClass37_0
7ffcd431b568      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageCustomerViewModel>>+<>c__DisplayClass37_0
7ffcd431bf40      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageCustomerViewModel>+<>c__DisplayClass37_0
7ffcd431c950      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageItemViewModel>>+<>c__DisplayClass37_0
7ffcd431d328      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageItemViewModel>+<>c__DisplayClass37_0
7ffcd4325d58      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageItemFulFillmentViewModel>+<>c__DisplayClass10_0
7ffcd4326f10      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageItemRemarkViewModel>>+<>c__DisplayClass10_0
7ffcd43280c8      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageItemAmountViewModel>+<>c__DisplayClass10_0
7ffcd4329280      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageItemPaymentViewModel>>+<>c__DisplayClass10_0
7ffcd432a438      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageSubBarcodeViewModel>>+<>c__DisplayClass10_0
7ffcd432b5f0      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageItemPromotionViewModel>+<>c__DisplayClass10_0
7ffcd432c7a8      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageItemPromotionsViewModel>>+<>c__DisplayClass10_0
7ffcd432ceb8      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageItemFulFillmentViewModel>+<>c__DisplayClass37_0
7ffcd432fe10      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageItemDeliveryWindowViewModel>>+<>c__DisplayClass10_0
7ffcd4332d40      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageItemFulFillmentServiceTypeViewModel>>+<>c__DisplayClass10_0
7ffcd43335c8      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageItemDeliveryWindowViewModel>>+<>c__DisplayClass37_0
7ffcd4333fa0      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageItemDeliveryWindowViewModel>+<>c__DisplayClass37_0
7ffcd43349b0      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageItemFulFillmentServiceTypeViewModel>>+<>c__DisplayClass37_0
7ffcd4335388      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageItemFulFillmentServiceTypeViewModel>+<>c__DisplayClass37_0
7ffcd4335d98      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageItemRemarkViewModel>>+<>c__DisplayClass37_0
7ffcd4336770      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageItemRemarkViewModel>+<>c__DisplayClass37_0
7ffcd4337008      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageItemAmountViewModel>+<>c__DisplayClass37_0
7ffcd4338a58      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageItemAmountDetailViewModel>+<>c__DisplayClass37_0
7ffcd433b1b8      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageItemTaxViewModel>>+<>c__DisplayClass9_0
7ffcd433c238      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageItemTaxViewModel>>+<>c__DisplayClass37_0
7ffcd433cc10      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageItemTaxViewModel>+<>c__DisplayClass37_0
7ffcd433d620      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageItemPaymentViewModel>>+<>c__DisplayClass37_0
7ffcd433dff8      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageItemPaymentViewModel>+<>c__DisplayClass37_0
7ffcd433ea08      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageSubBarcodeViewModel>>+<>c__DisplayClass37_0
7ffcd433f3e0      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageSubBarcodeViewModel>+<>c__DisplayClass37_0
7ffcd433fc78      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageItemPromotionViewModel>+<>c__DisplayClass37_0
7ffcd4342410      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageItemPromotionsViewModel>>+<>c__DisplayClass37_0
7ffcd4342de8      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageItemPromotionsViewModel>+<>c__DisplayClass37_0
7ffcd43437f8      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessagePromotionViewModel>>+<>c__DisplayClass37_0
7ffcd43441d0      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessagePromotionViewModel>+<>c__DisplayClass37_0
7ffcd4345510      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessagePromotionAmountViewModel>+<>c__DisplayClass10_0
7ffcd4347838      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessagePromotionAmountViewModel>+<>c__DisplayClass37_0
7ffcd4348248      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessagePromotionViewModel>>+<>c__DisplayClass37_0
7ffcd4348c20      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessagePromotionViewModel>+<>c__DisplayClass37_0
7ffcd4349f60      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessagePromotionAmountViewModel>+<>c__DisplayClass10_0
7ffcd434a670      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessagePromotionAmountViewModel>+<>c__DisplayClass37_0
7ffcd434cc98      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageFeeViewModel>>+<>c__DisplayClass37_0
7ffcd434d670      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageFeeViewModel>+<>c__DisplayClass37_0
7ffcd434e9b0      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageFeeAmountViewModel>+<>c__DisplayClass10_0
7ffcd434fb68      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.ICollection<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageFeePaymentViewModel>>+<>c__DisplayClass10_0
7ffcd4350388      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageFeeAmountViewModel>+<>c__DisplayClass37_0
7ffcd4350ed0      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageFeeAmountDtlViewModel>+<>c__DisplayClass9_0
7ffcd4351dd8      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageFeeAmountDtlViewModel>+<>c__DisplayClass37_0
7ffcd4354538      2         48 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.ICollection<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageFeeTaxViewModel>>+<>c__DisplayClass9_0
7ffcd43565c8      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageFeeTaxViewModel>+<>c__DisplayClass37_0
7ffcd4357a70      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.SubOrderMessage.SubOrderMessageFeePaymentViewModel>+<>c__DisplayClass37_0
7ffcd43584d8      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.Package.PackageInfoMessageViewModel>>+<>c__DisplayClass37_0
7ffcd4358eb0      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.Package.PackageInfoMessageViewModel>+<>c__DisplayClass37_0
7ffcd435b4d8      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageAddressViewModel>>+<>c__DisplayClass37_0
7ffcd435beb0      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.OrderMessage.OrderMessageAddressViewModel>+<>c__DisplayClass37_0
7ffcd4380250      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.List<CommonApiMessage.AggregatesModel.Package.PackageTbMessage>>+<>c__DisplayClass37_0
7ffcd4380c28      2         48 System.Text.Json.Serialization.Metadata.JsonTypeInfo<CommonApiMessage.AggregatesModel.Package.PackageTbMessage>+<>c__DisplayClass37_0
7ffcd39f8d10      2         48 <>z__ReadOnlyArray<System.Reflection.MethodInfo>
7ffcd3af8d28      2         48 System.Data.StateChangeEventArgs
7ffcd3b100e0      1         48 Microsoft.Data.SqlClient.ConnectionPool.SqlConnectionPoolGroupProviderInfo
7ffcd3b11668      1         48 Microsoft.Extensions.Logging.LoggerMessage+<>c__DisplayClass10_0<System.Int32>
7ffcd3dcf5f0      1         48 System.Threading.ThreadLocal<System.Collections.Concurrent.ConcurrentBag<Microsoft.Data.SqlClient.SqlRetryLogicBase>+WorkStealingQueue>+IdManager
7ffcd3de5be0      2         48 System.Collections.Concurrent.ConcurrentStack<Microsoft.Data.ProviderBase.DbConnectionInternal>
7ffcd3de80e8      2         48 System.Threading.Semaphore
7ffcd3de95c8      1         48 System.Collections.Concurrent.ConcurrentDictionary<Microsoft.Data.SqlClient.ConnectionPool.DbConnectionPoolIdentity, Microsoft.Data.SqlClient.ConnectionPool.IDbConnectionPool>+Node
7ffcd3e8dab0      1         48 System.Collections.Concurrent.ConcurrentDictionary<System.String, Microsoft.Data.SqlClient.SQLDNSInfo>+Node
7ffcd3eb7648      1         48 Microsoft.Extensions.Logging.LoggerMessage+<>c__DisplayClass18_0<System.String, System.Data.CommandType, System.Int32, System.String, System.String>
7ffcd3eb0ba0      1         48 System.Data.SqlTypes.SqlString
7ffcd3edb970      1         48 Microsoft.Extensions.Logging.LoggerMessage+<>c__DisplayClass20_0<System.String, System.String, System.Data.CommandType, System.Int32, System.String, System.String>
7ffcd3f92db8      1         48 System.Linq.Expressions.Expression3<System.Func<Order.Infrastructure.OrderContext, System.String[], System.String[], System.Linq.IQueryable<Order.Infrastructure.Entities.SubOrderModels.SubOrderModel>>>
7ffcd27c9058      1         48 Microsoft.Extensions.DependencyInjection.ServiceLookup.DynamicServiceProviderEngine+<>c__DisplayClass2_0
7ffcd1b401f0      2         54 System.Globalization.CalendarId[]
7ffcd053f750      1         56 System.Collections.Concurrent.ConcurrentDictionary<System.Guid, System.Collections.Generic.List<Microsoft.DotNet.HotReload.RuntimeManagedCodeUpdate>>+Tables
7ffcd05523c0      1         56 System.Collections.Concurrent.ConcurrentDictionary<System.Reflection.Assembly, System.Reflection.Assembly>+Tables
7ffcd053ab50      1         56 System.AppDomain
7ffcd070c340      1         56 Microsoft.Extensions.DependencyModel.DependencyContext
7ffcd076fc68      1         56 Microsoft.Extensions.Configuration.ConfigurationManager
7ffcd09d3d70      1         56 Microsoft.Extensions.Hosting.HostBuilder+<>c__DisplayClass36_0
7ffcd12da308      1         56 System.Collections.Concurrent.ConcurrentDictionary<System.Type, System.Lazy<Microsoft.AspNetCore.Http.RequestDelegate>>+Tables
7ffcd09cbaf0      1         56 Microsoft.AspNetCore.Hosting.BootstrapHostBuilder
7ffcd0a53f88      1         56 Microsoft.AspNetCore.Hosting.GenericWebHostBuilder
7ffcd0ae5178      1         56 System.Collections.ObjectModel.ObservableCollection<Microsoft.AspNetCore.Routing.EndpointDataSource>
7ffcd05f72a8      1         56 Microsoft.AspNetCore.Builder.ConfigureHostBuilder
7ffcd0b477c0      1         56 System.Collections.Concurrent.ConcurrentDictionary<System.Type, System.ComponentModel.TypeDescriptor+TypeDescriptionNode>+Tables
