Loading core dump: .\Order.API-3.dmp ...
Statistics:
          MT   Count  TotalSize Class Name
7ffcf6bfdf88       1         24 Microsoft.EntityFrameworkCore.Query.RelationalShapedQueryCompilingExpressionVisitor+ShaperProcessingExpressionVisitor+<>c__26<Order.Infrastructure.Entities.SubOrderModels.SubOrderModel, Order.Infrastructure.Entities.SubOrderModels.SubOrderRemarkModel>
7ffcf6c11cc8       1         24 Microsoft.EntityFrameworkCore.Query.RelationalShapedQueryCompilingExpressionVisitor+ShaperProcessingExpressionVisitor+<>c__26<Order.Infrastructure.Entities.SubOrderModels.SubOrderModel, Order.Infrastructure.Entities.SubOrderModels.SubOrderPromotionModel>
7ffcf6c156a0       1         24 Microsoft.EntityFrameworkCore.Query.RelationalShapedQueryCompilingExpressionVisitor+ShaperProcessingExpressionVisitor+<>c__26<Order.Infrastructure.Entities.SubOrderModels.SubOrderModel, Order.Infrastructure.Entities.SubOrderModels.SubOrderFeeModel>
7ffcf4b0bdb8       1         24 Microsoft.AspNetCore.Routing.SuppressMatchingMetadata
7ffcf4b0b888       1         24 Microsoft.AspNetCore.Routing.EndpointNameMetadata
7ffcf4b0e6e0       1         24 System.Collections.Generic.ObjectEqualityComparer<Microsoft.AspNetCore.Http.Endpoint>
7ffcf4b0feb0       1         24 Microsoft.Extensions.Options.IConfigureOptions<Microsoft.AspNetCore.Authentication.AuthenticationOptions>[]
7ffcf4b0ff70       1         24 Microsoft.Extensions.Options.IPostConfigureOptions<Microsoft.AspNetCore.Authentication.AuthenticationOptions>[]
7ffcf4b0ee28       1         24 Microsoft.Extensions.Options.IValidateOptions<Microsoft.AspNetCore.Authentication.AuthenticationOptions>[]
7ffcf4b119a0       1         24 Microsoft.AspNetCore.Authentication.AuthenticationSchemeBuilder[]
7ffcf4b12968       1         24 Microsoft.Extensions.Logging.Logger<Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware>
7ffcf4b14140       1         24 Microsoft.Extensions.Options.IConfigureOptions<Microsoft.AspNetCore.HostFiltering.HostFilteringOptions>[]
7ffcf4b130b8       1         24 Microsoft.Extensions.Options.IValidateOptions<Microsoft.AspNetCore.HostFiltering.HostFilteringOptions>[]
7ffcf4b14380       1         24 Microsoft.Extensions.Options.OptionsCache<Microsoft.AspNetCore.HostFiltering.HostFilteringOptions>
7ffcf4b15258       1         24 Microsoft.Extensions.Options.OptionsMonitor<Microsoft.AspNetCore.HostFiltering.HostFilteringOptions>+<>c
7ffcf4b154b0       1         24 Microsoft.Extensions.Options.OptionsCache<Microsoft.AspNetCore.HostFiltering.HostFilteringOptions>+<>c__3<Microsoft.Extensions.Options.IOptionsFactory<Microsoft.AspNetCore.HostFiltering.HostFilteringOptions>>
7ffcf4b17b90       1         24 Microsoft.Extensions.Options.OptionsMonitorExtensions+<>c__DisplayClass0_0<Microsoft.AspNetCore.HostFiltering.HostFilteringOptions>
7ffcf4b17fb0       1         24 Microsoft.Extensions.Logging.Logger<Microsoft.WebTools.BrowserLink.Net.BrowserLinkMiddleware>
7ffcf4b19f20       1         24 Microsoft.Extensions.Logging.Logger<Microsoft.WebTools.BrowserLink.Net.VsContentMiddleware>
7ffcf4b1a090       1         24 Microsoft.Extensions.Logging.Logger<Microsoft.AspNetCore.Watch.BrowserRefresh.BrowserRefreshMiddleware>
7ffcf62d1458       1         24 Microsoft.EntityFrameworkCore.Metadata.Conventions.RuntimeModelConvention+<>c__6<Microsoft.EntityFrameworkCore.Metadata.IKey, Microsoft.EntityFrameworkCore.Metadata.RuntimeKey>
7ffcf4b30af0       1         24 Microsoft.AspNetCore.Server.Kestrel.Core.Internal.CertificateConfig[]
7ffcf4b338f0       1         24 System.Func<Microsoft.AspNetCore.Connections.MultiplexedConnectionDelegate, Microsoft.AspNetCore.Connections.MultiplexedConnectionDelegate>[]
7ffcf4b35e20       1         24 Microsoft.AspNetCore.Server.Kestrel.Core.ListenOptions+<>c
7ffcf4b39ca0       1         24 Microsoft.AspNetCore.Connections.MemoryPoolOptions
7ffcf4b3ad30       1         24 Microsoft.AspNetCore.Server.Kestrel.Core.Internal.PinnedBlockMemoryPoolFactory+<>c
7ffcf4b3b7c8       1         24 System.Buffers.ArrayMemoryPool<System.Byte>
7ffcf4b41488       1         24 System.WeakReference<Microsoft.AspNetCore.Server.Kestrel.Core.KestrelServerOptions>
7ffcf4b46a98       1         24 System.Threading.CancellationTokenSource+CallbackNode+<>c
7ffcf4b4c138       1         24 Microsoft.WebTools.ApiEndpointDiscovery.Contracts.EndpointInfo[]
7ffcf4b4c948       1         24 Microsoft.AspNetCore.Mvc.ApiExplorer.ApiDescriptionGroupCollectionProvider+<>c
7ffcf4b4d308       1         24 System.Linq.Enumerable+EnumerableSorter<Microsoft.AspNetCore.Mvc.ApiExplorer.IApiDescriptionProvider>+<>c
7ffcf4b4d4f0       1         24 Microsoft.Extensions.Logging.Logger<Microsoft.AspNetCore.Mvc.ApiExplorer.ApiDescriptionGroupCollectionProvider>
7ffcf4b4f520       1         24 Microsoft.Extensions.Logging.LoggerMessage+LogValues<System.String, System.String, System.String>+<>c
7ffcf4b61eb0       1         24 System.Collections.Generic.GenericEqualityComparer<Serilog.Extensions.Logging.EventIdPropertyCache+EventKey>
7ffcf4b62bd0       1         24 Microsoft.AspNetCore.Mvc.ApiExplorer.DefaultApiDescriptionProvider+<>c
7ffcf4b66b00       1         24 System.Collections.Generic.ObjectEqualityComparer<Microsoft.AspNetCore.Mvc.ApiExplorer.DefaultApiDescriptionProvider+PseudoModelBindingVisitor+PropertyKey>
7ffcf4b69d50       1         24 Microsoft.AspNetCore.Mvc.ApiExplorer.ApiResponseTypeProvider+<>c
7ffcf4b6b600       1         24 Microsoft.AspNetCore.Http.Metadata.IProducesResponseTypeMetadata[]
7ffcf4b6ed78       1         24 Microsoft.AspNetCore.Mvc.ApiExplorer.IApiRequestMetadataProvider[]
7ffcf4b6a6e8       1         24 Microsoft.AspNetCore.Mvc.ApiExplorer.IApiResponseMetadataProvider[]
7ffcf4b70140       1         24 Microsoft.AspNetCore.Routing.IRouteConstraint[]
7ffcf4b75518       1         24 System.ComponentModel.Int64Converter
7ffcf4b7d9c8       1         24 System.ComponentModel.DataAnnotations.RequiredAttribute+<>c
7ffcf4b49c90       1         24 Microsoft.WebTools.ApiEndpointDiscovery.ApplicationEndpointWriter+<>c
7ffcf4b91da8       1         24 Microsoft.WebTools.ApiEndpointDiscovery.Contracts.ReturnInfo[]
7ffcf4b90f98       1         24 Microsoft.WebTools.ApiEndpointDiscovery.Contracts.EndpointParameter[]
7ffcf4b97b70       1         24 System.Text.Json.JsonSerializerOptions+EqualityComparer
7ffcf4bebd18       1         24 System.Text.Json.Serialization.Metadata.ReflectionEmitMemberAccessor
7ffcf4c11df0       1         24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Func<System.Object>>
7ffcf4c21db0       1         24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Func<System.Object, System.String>>
7ffcf4c24738       1         24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Action<System.Object, System.String>>
7ffcf4c26870       1         24 System.Collections.Generic.GenericEqualityComparer<System.Text.Json.Serialization.Metadata.JsonTypeInfo+ParameterLookupKey>
7ffcf62d3950       1         24 Microsoft.EntityFrameworkCore.ChangeTracking.ValueComparer<Order.Infrastructure.Entities.Abstractions.BaseStatus>+<>c
7ffcf4c27ef8       1         24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Func<System.Object, System.Boolean>>
7ffcf4c288d0       1         24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Action<System.Object, System.Boolean>>
7ffcf4c29c68       1         24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Func<System.Object, System.Int32>>
7ffcf4c2a548       1         24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Action<System.Object, System.Int32>>
7ffcf62ed4f0       1         24 Microsoft.EntityFrameworkCore.Query.RelationalAggregateMethodCallTranslatorProvider+<>c
7ffcf4c2b2a0       1         24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Func<System.Object, System.Collections.Generic.IReadOnlyList<Microsoft.WebTools.ApiEndpointDiscovery.Contracts.EndpointParameter>>>
7ffcf4c2ba98       1         24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Action<System.Object, System.Collections.Generic.IReadOnlyList<Microsoft.WebTools.ApiEndpointDiscovery.Contracts.EndpointParameter>>>
7ffcf4c2c518       1         24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Func<System.Object, System.Collections.Generic.IReadOnlyList<Microsoft.WebTools.ApiEndpointDiscovery.Contracts.ReturnInfo>>>
7ffcf4c2cd10       1         24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Action<System.Object, System.Collections.Generic.IReadOnlyList<Microsoft.WebTools.ApiEndpointDiscovery.Contracts.ReturnInfo>>>
7ffcf4c2d790       1         24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Func<System.Object, System.String[]>>
7ffcf4c2df88       1         24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Action<System.Object, System.String[]>>
7ffcf4c2ea60       1         24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Func<System.Object[], Microsoft.WebTools.ApiEndpointDiscovery.Contracts.EndpointInfo>>
7ffcf4c36318       1         24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Text.Json.Serialization.Metadata.JsonTypeInfo+ParameterizedConstructorDelegate<Microsoft.WebTools.ApiEndpointDiscovery.Contracts.EndpointParameter, System.String, System.String, System.Boolean, System.Object>>
7ffcf4c395d0       1         24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Func<System.Object, System.Collections.Generic.IReadOnlyList<System.String>>>
7ffcf4c39dc8       1         24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Action<System.Object, System.Collections.Generic.IReadOnlyList<System.String>>>
7ffcf62ca048       1         24 Microsoft.EntityFrameworkCore.Infrastructure.Annotation[]
7ffcf62c98f0       1         24 Microsoft.EntityFrameworkCore.Metadata.Conventions.RuntimeModelConvention+<>c__6<Microsoft.EntityFrameworkCore.Metadata.IProperty, Microsoft.EntityFrameworkCore.Metadata.RuntimeProperty>
7ffcf4c3ac58       1         24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Text.Json.Serialization.Metadata.JsonTypeInfo+ParameterizedConstructorDelegate<Microsoft.WebTools.ApiEndpointDiscovery.Contracts.ReturnInfo, System.String, System.Collections.Generic.IReadOnlyList<System.String>, System.Int32, System.Object>>
7ffcf4c3e658       1         24 System.Linq.Enumerable+EnumerableSorter<Microsoft.WebTools.ApiEndpointDiscovery.Contracts.EndpointInfo>+<>c
7ffcf4c41538       1         24 System.IO.RandomAccess+<>c
7ffcf4c4c378       1         24 Confluent.Kafka.ConsumerConfig
7ffcf4c775a0       1         24 Confluent.Kafka.Deserializers+Utf8Deserializer
7ffcf4c77690       1         24 Confluent.Kafka.Deserializers+NullDeserializer
7ffcf4c77780       1         24 Confluent.Kafka.Deserializers+IgnoreDeserializer
7ffcf4c77870       1         24 Confluent.Kafka.Deserializers+Int64Deserializer
7ffcf4c77960       1         24 Confluent.Kafka.Deserializers+Int32Deserializer
7ffcf4c77a50       1         24 Confluent.Kafka.Deserializers+SingleDeserializer
7ffcf4c77b40       1         24 Confluent.Kafka.Deserializers+DoubleDeserializer
7ffcf4c77c30       1         24 Confluent.Kafka.Deserializers+ByteArrayDeserializer
7ffcf4c78870       1         24 Confluent.Kafka.Consumer<Confluent.Kafka.Ignore, System.String>+<>c
7ffcf438dde0       1         24 System.Threading.Tasks.Task[]
7ffcf4c4efb0       1         24 Microsoft.Extensions.Hosting.HostingAbstractionsHostExtensions+<>c
7ffcf4c4f100       1         24 System.Threading.Tasks.Task+DelayPromiseWithCancellation+<>c
7ffcf4c7fd20       1         24 Confluent.Kafka.Impl.SafeKafkaHandle+<>c
7ffcf4c74be0       1         24 Microsoft.Extensions.Options.IPostConfigureOptions<Swashbuckle.AspNetCore.SwaggerGen.SwaggerGenOptions>[]
7ffcf4c73268       1         24 Microsoft.Extensions.Options.IValidateOptions<Swashbuckle.AspNetCore.SwaggerGen.SwaggerGenOptions>[]
7ffcf4c7fed8       1         24 Microsoft.OpenApi.Models.OpenApiServer[]
7ffcf4c904d0       1         24 Microsoft.OpenApi.Models.OpenApiSecurityRequirement[]
7ffcf4c905a0       1         24 Swashbuckle.AspNetCore.SwaggerGen.IParameterFilter[]
7ffcf4c906b0       1         24 Swashbuckle.AspNetCore.SwaggerGen.IRequestBodyFilter[]
7ffcf4c90770       1         24 Swashbuckle.AspNetCore.SwaggerGen.IOperationFilter[]
7ffcf4c90830       1         24 Swashbuckle.AspNetCore.SwaggerGen.IDocumentFilter[]
7ffcf4c92668       1         24 Swashbuckle.AspNetCore.SwaggerGen.ISchemaFilter[]
7ffcf4c92830       1         24 Swashbuckle.AspNetCore.SwaggerGen.FilterDescriptor[]
7ffcf4c49088       1         24 Microsoft.Extensions.Options.IPostConfigureOptions<Swashbuckle.AspNetCore.SwaggerGen.SwaggerGeneratorOptions>[]
7ffcf4c47f40       1         24 Microsoft.Extensions.Options.IValidateOptions<Swashbuckle.AspNetCore.SwaggerGen.SwaggerGeneratorOptions>[]
7ffcf44c0f30       1         24 Microsoft.Extensions.Options.IConfigureOptions<Swashbuckle.AspNetCore.Swagger.SwaggerOptions>[]
7ffcf44c0ff0       1         24 Microsoft.Extensions.Options.IPostConfigureOptions<Swashbuckle.AspNetCore.Swagger.SwaggerOptions>[]
7ffcf44afe00       1         24 Microsoft.Extensions.Options.IValidateOptions<Swashbuckle.AspNetCore.Swagger.SwaggerOptions>[]
7ffcf4c96f30       1         24 Microsoft.Extensions.Options.IPostConfigureOptions<Swashbuckle.AspNetCore.SwaggerGen.SchemaGeneratorOptions>[]
7ffcf4c95de8       1         24 Microsoft.Extensions.Options.IValidateOptions<Swashbuckle.AspNetCore.SwaggerGen.SchemaGeneratorOptions>[]
7ffcf4c97328       1         24 System.Collections.Generic.Dictionary<System.String, Microsoft.OpenApi.Models.OpenApiInfo>+KeyCollection
7ffcf46e1520       1         24 Swashbuckle.AspNetCore.SwaggerGen.SwaggerGenerator+<>c
7ffcf4c9f708       1         24 Microsoft.OpenApi.Models.OpenApiTag[]
7ffcf4ca1dd8       1         24 System.Buffers.SharedArrayPool<Microsoft.AspNetCore.Mvc.ApiExplorer.ApiDescription>+<>c
7ffcf4ca2050       1         24 System.Linq.Enumerable+EnumerableSorter<Microsoft.AspNetCore.Mvc.ApiExplorer.ApiDescription>+<>c
7ffcf46e1b50       1         24 Swashbuckle.AspNetCore.SwaggerGen.SwaggerGeneratorOptions+<>c
7ffcf4ca5098       1         24 Microsoft.OpenApi.Models.OpenApiParameter[]
7ffcf4caa728       1         24 System.Collections.Generic.GenericEqualityComparer<Microsoft.AspNetCore.Mvc.ModelBinding.BindingSource>
7ffcf46e0e68       1         24 Swashbuckle.AspNetCore.SwaggerGen.ApiParameterDescriptionExtensions+<>c
7ffcf4cb0ce8       1         24 Microsoft.OpenApi.Models.OpenApiSchema[]
7ffcf4cb3668       1         24 Microsoft.OpenApi.Any.IOpenApiAny[]
7ffcf4cbffa0       1         24 System.Text.RegularExpressions.RegexFindOptimizations+<>c
7ffcf4cd1a38       1         24 System.Text.RegularExpressions.RegexPrefixAnalyzer+<>c
7ffcf46dff98       1         24 Swashbuckle.AspNetCore.SwaggerGen.JsonSerializerDataContractResolver+<>c
7ffcf4cda460       1         24 Swashbuckle.AspNetCore.SwaggerGen.DataProperty[]
7ffcf4cdb3c8       1         24 System.Buffers.SharedArrayPool<System.Reflection.PropertyInfo>+<>c
7ffcf4cdb640       1         24 System.Linq.Enumerable+EnumerableSorter<System.Reflection.PropertyInfo>+<>c
7ffcf4cdb900       1         24 System.Text.Json.JsonCamelCaseNamingPolicy+<>c
7ffcf4ce1750       1         24 System.Collections.Generic.GenericEqualityComparer<System.Text.RegularExpressions.RegexCache+Key>
7ffcf46e03b8       1         24 Swashbuckle.AspNetCore.SwaggerGen.SchemaGenerator+<>c
7ffcf4cea1b8       1         24 System.ComponentModel.DataAnnotations.MaxLengthAttribute+<>c
7ffcf4cffc48       1         24 System.Buffers.SharedArrayPool<Microsoft.OpenApi.Models.OpenApiParameter>+<>c
7ffcf4d009b8       1         24 System.Collections.Generic.GenericArraySortHelper<System.UInt32>
7ffcf4d0b6f0       1         24 System.Collections.Generic.GenericArraySortHelper<System.UInt32, System.String>
7ffcf4d324e0       1         24 System.Text.Json.Reflection.ReflectionExtensions+<>c
7ffcf4d436f8       1         24 Microsoft.OpenApi.Writers.Scope[]
7ffcf4d45000       1         24 Microsoft.OpenApi.Models.OpenApiDocument+<>c
7ffcf4d47870       1         24 Microsoft.OpenApi.Models.OpenApiInfo+<>c
7ffcf4d48740       1         24 System.GenericEmptyEnumerator<System.Collections.Generic.KeyValuePair<System.String, Microsoft.OpenApi.Interfaces.IOpenApiExtension>>
7ffcf4d49d88       1         24 Microsoft.OpenApi.Models.OpenApiExtensibleDictionary<Microsoft.OpenApi.Models.OpenApiPathItem>+<>c
7ffcf4d4cfa8       1         24 System.Reflection.RuntimeEventInfo[]
7ffcf4d4a460       1         24 Microsoft.OpenApi.Models.OpenApiPathItem+<>c
7ffcf4d4f0f8       1         24 Microsoft.OpenApi.Models.OpenApiOperation+<>c
7ffcf4dd1068       1         24 Microsoft.OpenApi.Models.OpenApiParameter+<>c
7ffcf4dd2368       1         24 Microsoft.OpenApi.Models.OpenApiSchema+<>c
7ffcf4dd3f00       1         24 Microsoft.OpenApi.Models.OpenApiExtensibleDictionary<Microsoft.OpenApi.Models.OpenApiResponse>+<>c
7ffcf4dd43b8       1         24 Microsoft.OpenApi.Models.OpenApiResponse+<>c
7ffcf4dd4c40       1         24 Microsoft.OpenApi.Models.OpenApiRequestBody+<>c
7ffcf4dd7270       1         24 Microsoft.OpenApi.Models.OpenApiMediaType+<>c
7ffcf4dd7a38       1         24 Microsoft.OpenApi.Models.OpenApiComponents+<>c
7ffcf5198958       1         24 System.Net.Http.HttpConnectionPool+<>c
7ffcf4e237e0       1         24 Microsoft.AspNetCore.Server.Kestrel.Core.Internal.HttpConnection+<>c__12<Microsoft.AspNetCore.Hosting.HostingApplication+Context>
7ffcf4e29ca8       1         24 System.Collections.Generic.GenericEqualityComparer<System.Int64>
7ffcf4df0998       1         24 Microsoft.Win32.SafeHandles.SafeFileHandle+OverlappedValueTaskSource+<>c
7ffcf4df8a00       1         24 Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets.Internal.SocketConnection+<>c
7ffcf4df9c10       1         24 System.IO.Pipelines.Pipe+<>c
7ffcf4dfd2b8       1         24 Microsoft.AspNetCore.Connections.CorrelationIdGenerator+<>c
7ffcf4e29ee8       1         24 Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets.Internal.SocketAwaitableEventArgs+<>c
7ffcf4e987c8       1         24 System.WeakReference<System.Net.Http.HttpConnectionPoolManager>
7ffcf4e9d978       1         24 System.Net.Http.HttpConnectionPoolManager+<>c
7ffcf4e9ddf0       1         24 System.Net.Http.HttpClient+<>c
7ffcf4e2da40       1         24 Microsoft.AspNetCore.Server.Kestrel.Core.Internal.Infrastructure.StringUtilities+<>c
7ffcf4e2f688       1         24 Microsoft.AspNetCore.Server.Kestrel.Core.Internal.Infrastructure.HttpUtilities+<>c
7ffcf4e5c4f8       1         24 System.Threading.AsyncLocal<Microsoft.AspNetCore.Http.HttpContextAccessor+HttpContextHolder>
7ffcf4e5da80       1         24 Microsoft.AspNetCore.Http.DefaultHttpRequest+<>c
7ffcf4e5ee00       1         24 Microsoft.AspNetCore.Hosting.HostingApplicationDiagnostics+<>c
7ffcf4e5f7c8       1         24 System.HexConverter+<>c
7ffcf4e69d80       1         24 Microsoft.AspNetCore.Http.DefaultHttpContext+<>c
7ffcf4e6ba88       1         24 Microsoft.AspNetCore.Hosting.HostingRequestStartingLog+<>c
7ffcf4e740b0       1         24 Microsoft.Net.Http.Headers.NameValueHeaderValue[]
7ffcf4e74170       1         24 System.Collections.ObjectModel.ReadOnlyCollection<Microsoft.Net.Http.Headers.NameValueHeaderValue>
7ffcf4e749c0       1         24 Microsoft.AspNetCore.Http.DefaultHttpResponse+<>c
7ffcf4eeaed8       1         24 System.Net.NameResolutionPal+GetAddrInfoExState+<>c
7ffcf4eb2a60       1         24 System.Collections.Generic.GenericEqualityComparer<System.Uri>
7ffcf35a43e8       1         24 System.Threading.EventWaitHandle
7ffcf4eba138       1         24 System.Net.Http.DiagnosticsHandler+<>c
7ffcf4ebb098       1         24 System.Uri[]
7ffcf4ee0078       1         24 System.Net.Http.RequestQueue<System.Net.Http.HttpConnection>+QueueItem[]
7ffcf4ee0360       1         24 System.Net.Http.RequestQueue<System.Net.Http.Http2Connection>+QueueItem[]
7ffcf4ee58c0       1         24 System.Threading.Tasks.TaskCompletionSourceWithCancellation<System.Net.Http.HttpConnection>+<>c
7ffcf4ef4c50       1         24 System.Net.Http.HttpConnection+<>c
7ffcf36f3ef0       1         24 System.Buffers.Any3SearchValues<System.Byte, System.Byte>
7ffcf4ef8550       1         24 System.Net.Http.DiagnosticsHelper+<>c
7ffcf4efaa58       1         24 System.Net.Http.HttpContent+<>c
7ffcf4efeb78       1         24 Microsoft.AspNetCore.Http.HttpResponse+<>c
7ffcf4f115c0       1         24 Microsoft.AspNetCore.Authorization.AuthorizationPolicy[]
7ffcf4f12248       1         24 Microsoft.AspNetCore.Authorization.IAuthorizationRequirementData[]
7ffcf4f16910       1         24 System.Text.Json.Serialization.Metadata.JsonTypeInfo<Swashbuckle.AspNetCore.SwaggerUI.ConfigObject>+<>c__DisplayClass37_0
7ffcf4f17308       1         24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Func<System.Object, System.Collections.Generic.IEnumerable<Swashbuckle.AspNetCore.SwaggerUI.UrlDescriptor>>>
7ffcf4f17b00       1         24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Action<System.Object, System.Collections.Generic.IEnumerable<Swashbuckle.AspNetCore.SwaggerUI.UrlDescriptor>>>
7ffcf4f17e68       1         24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Collections.Generic.IEnumerable<Swashbuckle.AspNetCore.SwaggerUI.UrlDescriptor>>+<>c__DisplayClass10_0
7ffcf4f19978       1         24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Func<System.Object, Swashbuckle.AspNetCore.SwaggerUI.ModelRendering>>
7ffcf4f1a080       1         24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Swashbuckle.AspNetCore.SwaggerUI.ModelRendering>+<>c__DisplayClass9_0
7ffcf4f1ad28       1         24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Action<System.Object, Swashbuckle.AspNetCore.SwaggerUI.ModelRendering>>
7ffcf4f1b430       1         24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Swashbuckle.AspNetCore.SwaggerUI.ModelRendering>+<>c__DisplayClass10_0
7ffcf4f1d188       1         24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Func<System.Object, Swashbuckle.AspNetCore.SwaggerUI.DocExpansion>>
7ffcf4f1d528       1         24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Swashbuckle.AspNetCore.SwaggerUI.DocExpansion>+<>c__DisplayClass9_0
7ffcf4f1d930       1         24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Action<System.Object, Swashbuckle.AspNetCore.SwaggerUI.DocExpansion>>
7ffcf4f1dcd0       1         24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Swashbuckle.AspNetCore.SwaggerUI.DocExpansion>+<>c__DisplayClass10_0
7ffcf4f30d00       1         24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Func<System.Object, System.Nullable<System.Int32>>>
7ffcf4f310a0       1         24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Nullable<System.Int32>>+<>c__DisplayClass9_0
7ffcf4f314a8       1         24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Action<System.Object, System.Nullable<System.Int32>>>
7ffcf4f31848       1         24 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.Nullable<System.Int32>>+<>c__DisplayClass10_0
7ffcf4f323b0       1         24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Func<System.Object, System.Collections.Generic.IEnumerable<Swashbuckle.AspNetCore.SwaggerUI.SubmitMethod>>>
7ffcf4f32ba8       1         24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Action<System.Object, System.Collections.Generic.IEnumerable<Swashbuckle.AspNetCore.SwaggerUI.SubmitMethod>>>
